1	473	1490
2	389	24081
3	63	45261
4	374	52400
5	279	56476
6	24	71445
7	476	78364
8	113	88179
9	8	98515
10	523	104904
11	287	106498
12	340	106507
13	74	119587
14	382	120961
15	397	121266
16	436	128067
17	439	130209
18	254	131757
19	247	132285
20	251	135423
21	231	138106
22	505	143014
23	521	143894
24	34	144493
25	163	147997
26	10	151022
27	259	157916
28	218	158449
29	40	159505
30	331	159606
31	55	160327
32	181	162185
33	66	163233
34	96	166638
35	459	169913
36	33	170776
37	266	171281
38	260	171598
39	99	173175
40	43	173593
41	165	175706
42	517	179200
43	49	179563
44	61	179940
45	115	181123
46	149	182067
47	530	183744
48	159	184335
49	145	186883
50	19	187232
51	225	190723
52	361	191896
53	322	193581
54	255	194625
55	499	195119
56	349	197885
57	58	197955
58	81	198563
59	308	200680
60	265	200886
61	51	202605
62	76	203666
63	324	203863
64	276	205856
65	179	206731
66	288	206899
67	203	207547
68	407	208162
69	415	208604
70	262	209194
71	52	209378
72	336	212722
73	68	213118
74	168	214629
75	434	214852
76	258	215704
77	291	220745
78	121	221017
79	69	222918
80	471	223384
81	380	224663
82	268	224876
83	17	225260
84	429	226849
85	11	227541
86	455	227706
87	80	227758
88	353	231625
89	486	231960
90	234	232456
91	334	232637
92	493	232793
93	112	234379
94	332	234415
95	18	235195
96	495	237699
97	370	238254
98	117	238409
99	139	239174
100	127	239482
101	428	239991
102	35	241134
103	185	241360
104	433	241584
105	42	244186
106	281	244399
107	376	244548
108	169	245962
109	108	246060
110	177	247821
111	453	248580
112	87	248735
113	309	250965
114	525	251083
115	253	251586
116	410	252164
117	292	252617
118	166	253295
119	56	254573
120	65	255789
121	307	255973
122	83	256115
123	413	256308
124	32	257356
125	246	258428
126	126	258437
127	373	258777
128	210	259032
129	28	259149
130	363	259182
131	27	260277
132	167	260454
133	133	262379
134	191	262821
135	479	263019
136	62	263166
137	222	264185
138	271	264514
139	277	265346
140	147	265705
141	137	266209
142	305	266999
143	138	267183
144	435	267384
145	122	267857
146	235	268254
147	344	268422
148	261	270325
149	497	270830
150	286	271282
151	243	272686
152	143	274177
153	77	274416
154	23	274880
155	238	274926
156	134	275857
157	469	276599
158	2	279573
159	95	280255
160	383	281805
161	431	282750
162	230	283641
163	385	283757
164	402	283925
165	388	284123
166	316	284340
167	14	284748
168	396	285436
169	73	286534
170	223	286677
171	173	288097
172	447	288944
173	312	289959
174	419	290525
175	31	290876
176	325	291125
177	245	292034
178	335	293378
179	399	294996
180	406	296273
181	343	298993
182	458	299272
183	294	300349
184	302	303359
185	392	303740
186	155	304154
187	405	304813
188	368	305715
189	529	305903
190	452	306256
191	511	307531
192	130	307927
193	350	308973
194	88	309406
195	339	309677
196	232	310642
197	347	310888
198	519	311247
199	53	311454
200	148	312144
201	533	312917
202	26	313055
203	506	313799
204	236	313996
205	0	315005
206	171	315495
207	104	317620
208	45	318667
209	327	319359
210	114	319528
211	320	320287
212	425	321258
213	241	323045
214	92	323104
215	451	324024
216	514	324523
217	233	325141
218	176	326667
219	462	327592
220	484	328288
221	504	328517
