1	78	190068
2	76	174625
3	88	169057
4	60	166215
5	82	163497
6	77	160711
7	74	158312
8	66	153467
9	84	150352
10	93	145244
11	79	139489
12	43	133212
13	38	118150
14	72	117669
15	89	116825
16	75	115912
17	81	115277
18	37	114732
19	51	112945
20	90	112439
21	34	110932
22	35	107809
23	87	105175
24	70	104802
25	53	103839
26	50	101238
27	40	100197
28	48	99984
29	91	98263
30	58	98017
31	95	97845
32	52	97023
33	86	96826
34	32	96453
35	73	95971
36	64	92551
37	98	92292
38	44	92163
39	39	88962
40	31	83452
41	54	82664
42	57	81953
43	25	81402
44	46	77881
45	22	77299
46	49	76463
47	24	75211
48	47	74932
49	56	73693
50	55	72589
51	63	70730
52	41	68592
53	45	68415
54	28	67831
55	27	66735
56	36	66710
57	67	66108
58	33	65153
59	80	64259
60	30	60516
61	59	59578
62	71	55890
63	92	54351
64	26	53660
65	96	52373
66	61	51710
67	68	51699
68	23	47021
69	62	46181
70	85	45551
71	29	45097
72	42	42371
73	94	41824
74	65	34335
75	83	27631
76	69	26212
77	97	12167
78	21	6123
